0,0,0,0,0,0,0,0,0,0
0.1,0.1,1,0.026575,0.011142,0.733333,0.882353,0.762887,0,1
0.1,0.1,1,0.036892,0.949861,0.577778,0.882353,0.762887,0,1
0.1,0.1,1,0.001399,0.930362,0.422222,0.882353,1,0,1
0.1,0.1,1,0.001399,0.930362,0.422222,0.882353,1,0,1
0.1,0.2,1,0.00097,0.857939,0.444444,0.882353,1,0,1
0.1,0.1,1,0.001399,0.930362,0.422222,0.882353,1,0,1
0.1,0.2,1,0.013116,0.774373,0.644444,0.764706,0.762887,1,1
0.1,0.2,1,0.013116,0.774373,0.644444,0.764706,0.762887,1,1
0.1,0.2,1,0.008169,0.771588,0.622222,0.764706,0.762887,1,1
0.1,0.1,1,0.007448,0.771588,0.6,0.764706,0.762887,0,1
0.1,0.1,1,0.007513,0.721448,0.577778,0.529412,0.762887,0,1
0.1,0.1,1,0.009784,0.657382,0.622222,0.529412,0.762887,1,1
0.1,0.1,1,0.01612,0.629526,0.711111,0,0.57732,1,1
0.1,0.1,1,0.01612,0.629526,0.711111,0,0.57732,1,1
0.1,0.1,1,0.014343,0.704735,0.666667,0,0.57732,0,1
0.1,0.2,1,0.022333,0.660167,0.688889,0,0.57732,0,1
0.1,0.2,1,0.026708,0.674095,0.688889,0,0.57732,0,1
0.1,0.2,1,0.026708,0.674095,0.688889,0,0.57732,0,1
0.1,0.2,1,0.026708,0.674095,0.688889,0,0.57732,0,1
0.1,0.1,1,0.0071,0.729805,0.644444,0.764706,0.762887,0,1
0.1,0.1,1,0.011978,0.924791,0.777778,0.764706,0.762887,0,1
0.1,0.1,1,0.020117,0.935933,0.844444,0.529412,0.762887,0,1
0.1,0.1,1,0.017383,0.902507,0.8,0.764706,0.762887,0,1
0.1,0.1,1,0.022984,0.732591,0.577778,0,0.57732,1,1
0.1,0.2,1,0.014903,0.835655,0.666667,0.529412,0.762887,0,1
0.1,0.1,1,0.022984,0.732591,0.577778,0,0.57732,1,1
0.1,0.1,1,0.022984,0.732591,0.577778,0,0.57732,1,1
0.1,0.1,1,0.011836,0.626741,0.711111,0,0.57732,1,1
0.1,0.1,1,0.002705,0.598886,0.777778,0,0.319588,1,1
0.1,0.1,1,0.002705,0.598886,0.777778,0,0.319588,1,1
0.1,0.2,0.991429,0.022476,0.791086,0.711111,0,0.57732,1,1
0.1,0.1,0.991429,0.022212,0.802228,0.688889,0,0.57732,1,1
0.1,0.1,1,0.012692,0.802228,0.688889,0,0.57732,1,1
0.1,0.1,1,0.015632,0.788301,0.666667,0,0.57732,0,1
0.1,0.1,0.991429,0.02552,0.766017,0.666667,0,0.57732,0,1
0.1,0.1,1,0.011013,0.732591,0.711111,0,0.57732,1,1
0.1,0.2,1,0.011297,0.740947,0.755556,0,0.57732,0,1
0.1,0.2,1,0.025827,0.752089,0.755556,0,0.57732,0,1
0.1,0.2,1,0.025827,0.752089,0.755556,0,0.57732,0,1
0.1,0.1,1,0.002606,0.699164,0.622222,0,0.319588,1,1
0.1,0.2,1,0.002885,0.724234,0.666667,0,0.319588,0,1
0.1,0.1,1,0.002606,0.699164,0.622222,0,0.319588,1,1
0.1,0.1,1,0.002618,0.615599,0.688889,0,0.57732,1,1
0.1,0.1,1,0.002618,0.615599,0.688889,0,0.57732,1,1
0.1,0.2,1,0.025669,0.437326,0.888889,0,0.57732,0,1
0.1,0.2,1,0.000183,0.479109,0.6,0.411765,0.525773,0,1
0.1,0.3,1,0.000337,0.490251,0.511111,0.411765,0.525773,0,1
0.1,0.3,1,0.000337,0.490251,0.511111,0.411765,0.525773,0,1
0.1,0.3,1,0.000337,0.490251,0.511111,0.411765,0.525773,0,1
0.1,0.3,1,0.000337,0.490251,0.511111,0.411765,0.525773,0,1
0.1,0.1,1,0.007641,0.807799,0.844444,0.764706,0.762887,0,1
0.1,0.1,1,0.021114,0.805014,0.666667,0.882353,0.762887,0,1
0.1,0.2,1,0.010776,0.674095,0.533333,0.529412,0.762887,0,1
